,Unnamed: 0,file_id,Big_Band,Blues_Contemporary,Country_Traditional,Dance,Electronica,Experimental,Folk_International,Gospel,Grunge_Emo,Hip_Hop_Rap,Jazz_Classic,Metal_Alternative,Metal_Death,Metal_Heavy,Pop_Contemporary,Pop_Indie,Pop_Latin,Punk,Reggae,RnB_Soul,Rock_Alternative,Rock_College,Rock_Contemporary,Rock_Hard,Rock_Neo_Psychedelia,masd
9765,9765,b6486d8da52eab7f87a407bc79bbad27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
17411,17411,1806d630d35484c3f9e425c1ce33ad87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
16206,16206,28af0685c975dd2939fde81d6ac3e2a6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
8969,8969,c3c2900cc4916815f7f3dbb02b49260c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11086,11086,6b58d5a9fcedb6d3f1d3b54aa87dc693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
12039,12039,311d4bd698b1ddbebb652bfb881a3db5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
3925,3925,9d226dff586382173f500088590e051d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
1200,1200,73a2e960812d43923b27ffc4b58de4b0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
9439,9439,698c7ed5056d4f6b1a453243e50f4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10824,10824,cd0343af2d687885f8cb8571464586e0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
17542,17542,93993fa79fa4543d9504886f12a88583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
16338,16338,62b291df604391effb2f5bd07c1d668f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
3461,3461,c13e458dd18ffc3a07485699f57011de,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
10464,10464,9914c8e558eab2a321ec04d71464e99d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
5132,5132,ce1164785e5306244d89c96a982c8e8d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
5714,5714,df6b9018938c71d19c9a058b4f025c5c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
4027,4027,7e7795675f44c88b66c1a5a49b531a6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
15264,15264,c7e2a5219859f46ec5720aa64b1c3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
2838,2838,07498d8ca4e04912aae69dd52a9b166f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Jazz_Classic', 'Jazz_Classic']"
7547,7547,25560867b1ab36a5c2c2137f79cc9b4d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Dance']"
2712,2712,b972049f057d35215078cd82275c2aaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
13582,13582,70701ae9fdbbd95c0c9efc9e8f3947bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
8623,8623,8ea727676458d351372129ef31e20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
2436,2436,89892f48805027086841fa3048ad7a13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Metal_Alternative', 'Electronica']"
10020,10020,85edbb41010a8d1de3075262952eca38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
7939,7939,75c200e5fe5a96341a55565069cfc71c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
10988,10988,1eb82dd2185f301449f0b7254641cd34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
4378,4378,64683cfac2534c5e0be4ac51e992c37b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
8746,8746,9026fbf191d196b4ea35ae725509d0ab,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"['Hip_Hop_Rap', 'Metal_Heavy', 'Metal_Alternative', 'Rock_College']"
1290,1290,8e8bec4bac5a5437a5a045ff2b8a56e4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
16863,16863,f07536681112ab66965b2d6be0c914f0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
15243,15243,0427ad429874a83e35b2a946fc0e4d87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
17121,17121,13a852f36a6dec3cb670235e989e7b51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Death']
1640,1640,a1f4cc4b564b1bc12739563be42de256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
13262,13262,bd40569d0f9401695ce639b34b9839a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
9767,9767,c954055c367db9505bec77998cb69f0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"['Pop_Latin', 'Rock_Contemporary']"
5141,5141,b89b79aa5f46c6e803b59f23cdb44626,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Folk_International', 'Rock_Hard', 'Pop_Contemporary', 'Electronica']"
4142,4142,cdea4fba7bb2cd8524c936fd596c396f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
1870,1870,ad6cc609b66dcf49b1133fddbb84501c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Pop_Contemporary', 'Rock_Contemporary']"
9745,9745,02763c0a5bb99088511c6921bba66dfc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
4008,4008,286e2e59e7b0e738736a715d0169bb6f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Rock_Hard', 'Pop_Contemporary', 'Rock_Hard', 'Dance']"
12402,12402,416bfd4f4c4b9cafbb36235bc8486062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
9723,9723,581aca37e7339568ec02dded1dd1f72a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
3890,3890,367d711e42b42710376c92b03f7dfd17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
12326,12326,8d06e0b8cff98f314055a9706449d421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Blues_Contemporary']
4958,4958,5915766510a9058ce3c42c7afcd159dc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
9989,9989,d7f3f7204183ea9ef9e00e78b67931d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
15836,15836,dc99d7278ce2209fdc81e90a0eae097c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Rock_College', 'Rock_College', 'Rock_College', 'Gospel', 'Rock_College']"
10901,10901,9dd4b3694094495e28833d6aeffc006c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Big_Band', 'RnB_Soul']"
5955,5955,6bb3bcf1b64108e55acd72dd79458f0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
12638,12638,3115e65723222a87d3ce9cf75ed39db1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
9752,9752,360594065eeb8886141da58444f4378c,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Country_Traditional', 'Rock_Contemporary', 'Pop_Contemporary', 'Metal_Alternative']"
12255,12255,9e052d664745166b2dc64b714cea8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
9255,9255,b3165348c702d54fec9a6711a7729f07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
16522,16522,73f73956ea82f63c4431d74622e0bce0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
511,511,f3b4920e429fe8b1cab96e55a34a970b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
11648,11648,8bbb172b1299b14964d6b1603551305a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Hip_Hop_Rap', 'Rock_College']"
9779,9779,52147a4babf39cab2deccca149e9c3b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Punk']
8124,8124,41372f5e8af63dce26edb86509d143f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
12437,12437,458724ce308fb043051ccb32352717d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
8280,8280,7a1c6e7835153739c862ae8b9b378c5e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Hip_Hop_Rap', 'Pop_Latin']"
14609,14609,ca898b2aa2ff7d837cb88e301e74dc15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gospel']
17054,17054,db91b6f211b0dfcd43872c465ff613a7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Dance', 'Dance']"
9699,9699,cfa575ab9cefa7e583a331685cfe98ba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Folk_International']"
13186,13186,29fdc2446c18cd70f27aa4461b900e0b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
2350,2350,48c92a6ddf69058e3f502da7d7e9e283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
8832,8832,2d1811b3cbb46774d66f282a2063d7c7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
15125,15125,518965399297dfee492ff9fed1b15e83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
13639,13639,651bfb063a0801494c5e74b927271892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
17782,17782,064f2c08073852b74423d20fe713cbad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
1575,1575,0e11f28e722f3b7a8299bb9a9ba41ee8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10562,10562,d74838f6e5473f911a39ee571bd53ba2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
12071,12071,c7bbc39438802482261b9a41f08925d7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
14635,14635,b887f7b09058a1e053d81302cddb041d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Electronica']"
16808,16808,fda4f8e3c2dc52d5d815dfda93663f70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
16099,16099,ff7f0edd4e444057161879fe8ed3209a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
14768,14768,b049942fc8ac56ea61adcd4217ab7e9e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
13232,13232,681e8e27889ad41f49d6106555652e88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
173,173,09182187a6c98a869ccb110da4d39268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
6116,6116,8cc6f368cf3b2f537c83f59485865e76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
5889,5889,3a1966b9c6a379567cd9fe0face70a2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
11790,11790,e77d8fbf48793607ab6c47d3ad2f47ff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
8329,8329,0108614e8bb9c0327945f4f72e1b5247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Folk_International', 'Rock_Contemporary']"
10787,10787,238486f35d8e3c37678c28599ca80446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
1297,1297,5ee021a91d598f6403834894640b784d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Pop_Contemporary', 'Rock_Alternative', 'Pop_Contemporary']"
8064,8064,e278f114c10a3124b4d1f111c88059e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
699,699,6b9e2c4794953a1af54549d27bd0689f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
6284,6284,efdedc67ba1388fa956cd23340c8d881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
10022,10022,358d32be89797c4ad95ad8a2adf49b9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['Pop_Indie', 'Rock_Alternative']"
14994,14994,c7d5ba5175600ce5376be76712481529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Pop_Indie']"
14939,14939,c56e00ecc890dfdfbdd551cb9ea15ca5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
47,47,ed3414061141f00e076ffca759bd065e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
1977,1977,1b8e1bad107de848e824917f298e0a41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
3103,3103,9a28e37dd702f3655658cb36208c7c78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
16352,16352,fb054c20415016fbf030df84aad3d09d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
12791,12791,937c071336711bbe12165d236e98c456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
9440,9440,2d95c29f9772b6011f7ece249c271809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Dance', 'Rock_Neo_Psychedelia']"
3892,3892,f2c6cb9c15be1f2dcc55e612743d55d2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary']"
8671,8671,dc16bd297c21624b491f61a98ec46801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['RnB_Soul']
11766,11766,45a11efd56db4cf131659a62804a6a0b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
3223,3223,5fb3977885fa8f2fd7f7d4d33ab96fbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
3410,3410,a00cf848d45919f35f3e06729ba59054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"['Dance', 'Dance', 'Pop_Indie', 'Rock_Alternative', 'Dance', 'Pop_Contemporary']"
5823,5823,a11e97459cce10f810b64d2a12baacdd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gospel']
1215,1215,9f6367f0b08213e4cf00fa1cf92fdf7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9545,9545,046927ae5cbb53ce1d349bf2568d6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary']"
14055,14055,0fec637bd561bb9ab214c594809ef204,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Gospel', 'Dance']"
7045,7045,d7341a80357ac8361acdb8841a0ad7f2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Hip_Hop_Rap']"
9776,9776,2d17983b12eca632196e062c00e7271b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
514,514,7065a08391ee86cbbd393ba94b732739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
2726,2726,ce2d61572d65b2ebee5a7d072ec2379d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
16255,16255,3015fd6ea6a771e9fe9cda0aac752e13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Dance', 'Dance']"
14368,14368,25badc23b5a7eff4078163cfd4612f5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
17174,17174,f108ff23aaf25b56e8f33d352eb6c9f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Pop_Indie']"
16289,16289,814a91eff55b7ebc48a9f5b5c68e8fb6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gospel']
17295,17295,9579d3d8ab12a4646c929bab0edcb01f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
3294,3294,1453c9d821f9a624def8b493d47e3d02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
15818,15818,00d9e0681fc2f32f910f02ac8e8b24ce,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
13872,13872,e575fea86ecb1bb3b48f8afab0e8eb0a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Metal_Alternative', 'Metal_Alternative']"
14873,14873,b7ac65b3f541e7c967da39189eeb316e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
8967,8967,b22a354a39eaf77e301f268a23244ea9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['Pop_Latin', 'Pop_Indie', 'Country_Traditional', 'Pop_Contemporary']"
366,366,4f7c58b0ccaa3535bab62a472e47a8fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
2864,2864,6c0c7d263d31e4ed8e66704a9d63492f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Pop_Contemporary', 'Country_Traditional']"
13327,13327,0a4f407133e4bb01c5da34e5de09cded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"['Pop_Indie', 'Rock_College', 'Country_Traditional']"
5660,5660,a788db8e08b688e5bd093a99394b783c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
5337,5337,fb2b9f1b31ea0b92204360949c0210ee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
2103,2103,1355fca850d83c9fc258cbadd703edec,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
2612,2612,458dc5dd9c9e7d026245e5fc24b351dc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Hip_Hop_Rap', 'Hip_Hop_Rap']"
13844,13844,69b9032dc61947ba162ca77f6d3b3cbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15834,15834,b8bd88b2e752ac370f663fa472dacfb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
16780,16780,d02e9085ceb2a51b8cf1714a4f27bf7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"['Rock_Alternative', 'Rock_Hard']"
1062,1062,b447fb35136b1ae5d952596ea1320554,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional', 'Gospel', 'Country_Traditional']"
617,617,927b6e788a3e3ef41722832fb363bc20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Dance', 'Rock_Alternative']"
2161,2161,65fd9f9eef5592b475f834b07767a53f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
4833,4833,edf9f6adde1f340dfa1e89cf4d2401a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
13724,13724,0be4c9fb6b532c62ea2b6a7c52134a5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15953,15953,7171bc9258691d4fb7e38df9b5fcd725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Metal_Heavy']"
10143,10143,5e847a04e1ba7e4cb9aa46c6699ff8bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
14471,14471,75956fda1035074f9650bf0b56d45288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
16959,16959,f46f5a159d23ae51568323058dc8ee5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Punk']
1491,1491,8e81bab0ba7ab578d9d82451c6366bc3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
10491,10491,da89c2ce0e971168647ab153e33911b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
16087,16087,fa59b723e98c7c69852da839896172f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Pop_Contemporary', 'Rock_Contemporary']"
14556,14556,8293015dd64ae6851e131619902c142e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15395,15395,be84bf04c175617fff2802b2aded343b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
3965,3965,1abfe3f86b2358d91345ad8bce7f672d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
2076,2076,b3595e232c7c2d49591c754756a9b507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
14529,14529,3fb3dfed88124f7c445c1935c37bb89d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Indie']"
17014,17014,6343601e756be3309240dfebf96419f5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
