,Unnamed: 0,file_id,Big_Band,Blues_Contemporary,Country_Traditional,Dance,Electronica,Experimental,Folk_International,Gospel,Grunge_Emo,Hip_Hop_Rap,Jazz_Classic,Metal_Alternative,Metal_Death,Metal_Heavy,Pop_Contemporary,Pop_Indie,Pop_Latin,Punk,Reggae,RnB_Soul,Rock_Alternative,Rock_College,Rock_Contemporary,Rock_Hard,Rock_Neo_Psychedelia,masd
5042,5042,9976ed0123bccb56dad31208828994b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
10220,10220,7596e59dea60afab6bbc7207aca8bd8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
14777,14777,b6d55995c97a69dea9ee87b8bf42ead2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Reggae']
14584,14584,04a04875c6b86f1d18d9ae17b2a163e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
10844,10844,35e0dac546a0121df09970c8e7f3828f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
3952,3952,1021e1a54ecb82c4dedc9167114a2b1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Pop_Contemporary']"
2497,2497,0410714432c258bcc165ca887fca9d76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Country_Traditional', 'Blues_Contemporary']"
1451,1451,3c59315eb2009726e1fb91edfada751b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
11427,11427,e3947b2133ed3053621945f0fb4cfea8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
16698,16698,8acfd4d85c2d69ede3a244f74978b247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
17669,17669,6ca50378f92c86c22d522ef5bc277529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
2746,2746,206f1b4d12625278b7969d10a5c29ff1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
11146,11146,e022df8571a9bdeb2a9389c5f360c855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"['RnB_Soul', 'Metal_Alternative']"
9515,9515,d8a0d86d657d4a79d0bca558b8086ed8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10833,10833,b217c00672a1db64b4e38e928b033e1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
17197,17197,c4c37893e11246308880036f870696d3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
4701,4701,0b0a184a1a4f104577a61ed0d2f0933f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['Rock_Alternative', 'Rock_Contemporary']"
12382,12382,c07bef86dbcb292637b95a8480c73b8f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
48,48,935eff530983d3da6c9cc7037f98b40f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary']"
1902,1902,a57a20c202b90162dd752029d30aecba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
11977,11977,93047d1a0a9d87686e29cb3d6154ffea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13494,13494,7d9c7853fc8bc48eadc5f9ebbc297596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
12933,12933,f6272ab71f5ad21f83a742aaddc9ede4,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,"['Hip_Hop_Rap', 'Pop_Contemporary', 'Rock_Hard', 'Metal_Alternative', 'Rock_College', 'Rock_Alternative', 'Gospel', 'Metal_Alternative', 'Metal_Heavy']"
1353,1353,031cf01d7177c18b8d170bf21113f867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
12118,12118,ff0d978ce12d19f8c5529de12eea5c79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
8458,8458,36e71765b21fc885aa39b540effb190f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
20,20,0af86bf22fb84ca406ad08805ddcb05f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Metal_Alternative', 'Rock_Contemporary']"
15246,15246,a59c1e52195b4ad87c7acff7c2b0f808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
11705,11705,62369e5b037a9235a17662456fb2a02a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
3841,3841,b39757676df20a5b321ea97b90f704e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['RnB_Soul']
3380,3380,a9582bedbd63a4785254ef41e40a24e4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Metal_Alternative', 'Pop_Latin']"
6007,6007,339dce1cc14b6b14128ab863ea73272f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
14943,14943,a80e0265fe4a304df44ac427a722a004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
498,498,f8e7e39b128d60d169cf809f80164f4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
12575,12575,70b1ae8a574c6d5b5651dd31a48b92f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
948,948,afd0cc7f960ddf9cd8918620f9ae6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
12694,12694,100bbc3caaca2a97b360735d119846da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
4199,4199,78d3d22b4bb45180c9fef95fca96dccf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Folk_International']"
854,854,99ace24c68c8c8f45a0822dd11e0b524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Country_Traditional']"
11592,11592,c18f8689a428efe61ca96a9b19ab6f51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Pop_Contemporary', 'Rock_Hard', 'Dance']"
7995,7995,5128dc5654ee4b35f89f5979e3a39289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
10576,10576,f5a83fb86fc0637ac678e7eb6fabf734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
6691,6691,d49b6713f7b65ce8340ada5615c27f91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
14135,14135,a7330845e963ce63de102dba20a40fee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
389,389,18aa93c3ab91e4542d2d8b3cc8e29b45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['Rock_Contemporary', 'Rock_Hard', 'Rock_Hard']"
10214,10214,6c57c19724bc70ca0618938f6fc49f50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Pop_Indie']"
925,925,90db0d6cb1062988327bcb7d789b05ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
6348,6348,5eb5ef4b921a7b47c50c639ad4241c76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Rock_Hard']"
13487,13487,cd7bb75377a6a6b1b0156895531ae470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
13152,13152,e9af70dd5c91ad6014311f5dd906dc22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
6628,6628,b65abf0134850ff3302097d01347459d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
10075,10075,0bdb203f4eef0c56c6eec85d84589822,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['Pop_Latin', 'Pop_Contemporary', 'Dance', 'Folk_International', 'Dance']"
4768,4768,a495d4d19b0943817481de4d5b0e83e2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
10120,10120,3a50e817841ec0460176c728cc7045ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11300,11300,f21a9ec182eabe49ee8ee179aac3770f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
1435,1435,b9ed8e3ef23ef3cbfb8d4770de165d92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
8572,8572,b8e9ab722405f5cfb6b1c9a12ea543a3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
3270,3270,7367c6dbd9722ed21375d75aeb82a814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
12451,12451,ec5f5263fb60e9984f724f5a33faf9b1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gospel']
2260,2260,8497edb2998d0feac4f0289951a14ae4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['RnB_Soul']
2291,2291,54d0e0fb903b866125c7b8b65623ad7e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Folk_International']"
5429,5429,561384195ab02a1c6b28b5d64519ff93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
14940,14940,14bdef979c3d2e9816dff833d9a4be29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jazz_Classic']
7549,7549,81b8aed5be3f235b309c6fceef2d520a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
591,591,94e5e122056a121b879b30de5a52d3e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
2515,2515,a8771bc9161b3627e3036d599489acae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
5158,5158,7b043dbfe4660574b64dd2d88aad5d9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
4831,4831,f23548873dfbd7ca7d66c5733cfab3f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"['Pop_Latin', 'Rock_Contemporary']"
2397,2397,2f9e51243f7b7e844a7d2302dcb509e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
7083,7083,9c2a34e139b22df680a977ce44cdee82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary']"
417,417,3f5a9831fce2a85d2f5dbc76c3239a50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
15960,15960,d4c4115502ef013eef7ff849e228cbf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8510,8510,bebb5612991d8601bfad14ce30019ac8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
5604,5604,b5657724b32f493a93b81959df03593b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
14826,14826,5db219e65c684d3b4f5ebc02bf4580a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['Pop_Contemporary', 'Rock_Neo_Psychedelia']"
8721,8721,c653ef5c291fdecdf22f3b06867cdb3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
3204,3204,d541a9a506b895bbe76e85aed1bb2c37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
14791,14791,18e6485a10deaef84dec9b1e3ba99ef5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Country_Traditional', 'RnB_Soul']"
14410,14410,3e0ff0b3b35c8976de156df36a573c48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
16266,16266,ccf31dfa730f541a54e69067d769009f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
2697,2697,8eaaaaabdb060cd61cfbb711e89f50f5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
16583,16583,acf462566bb5abdf16962125910ba2d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
7436,7436,050e66307d79483bc4ccf20a39deb546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9786,9786,f7d0d59b303391162c3f9cadb1b28ac2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Dance', 'Pop_Contemporary', 'Rock_Alternative']"
11565,11565,92212b5a7122795d6759e200241ea992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
12256,12256,3d4bca453e37c0b92207a8ec47c645af,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
2258,2258,baff8f95e23fefb79572d379d4fcb2e8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Folk_International']"
3924,3924,d60b987fc5beabbb0f5948a5fede6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
5240,5240,815ed15fa16f91df3c4f2813694debb9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Jazz_Classic', 'Jazz_Classic']"
1745,1745,757a797934695d2ee77755c466233c73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
4714,4714,a69a53ae61b6eea42ba22dca7398f311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
11311,11311,e9dabf49d2031e79ea15f72286fc9561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Rock_Alternative', 'Hip_Hop_Rap']"
4584,4584,62384d953d9e89445a185ce171531a8d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Country_Traditional', 'Country_Traditional', 'Rock_Alternative']"
17270,17270,32740b29ea8f972103a6a130f3dd0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['Rock_Alternative', 'Rock_Contemporary']"
10522,10522,cc9abf6d4220e53bfa1f901bef4a98dd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
15659,15659,f58c0578ec037237f3b936e046be199a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
1039,1039,6a70707294327202d2d1e5af0111ab53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
10240,10240,1602b183619e0aaf4316cb062b1ef7f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
14540,14540,5b241906d4a8b19c7ee2b1f36c5f1708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
4892,4892,8d92a44e5e4ea0e9d6c5d06ba30e66f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13694,13694,3ec91adc4b02b8c86d0b4c25dbb56119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
10156,10156,19001da60a924923c056408ef27b8f77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
3054,3054,fd5e343259ea126bfaff50d76f149850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Folk_International', 'Rock_Contemporary']"
3225,3225,1c8d51e5ea264274d2cfedaaac92fd3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
2089,2089,63107fd5feccade69dc9b7d35835a49f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
4579,4579,b637746d0c04771dd5115891f2f6a8df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
17099,17099,70e84f1ac9beaa6766821030be0f11ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
17394,17394,943e84f1c27ba700b728e39c4e08cbfb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
8189,8189,ebb23da4dec020216330d801008fd25a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
2992,2992,e3519bebf7e4ab1a5d3881daaf2cdaac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
16952,16952,8a494c8853f504c20ce863ea5f95ad89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['Pop_Contemporary', 'Rock_Neo_Psychedelia']"
11657,11657,d96d57040ae5d39970fa0a64adb8675e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
8782,8782,f2c90a73e424f48d4760230c164e1e98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
11226,11226,2de5c6c878f69306a56285039927f2ad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
17284,17284,485d1267b5b6adaa4ce2024cce5f9e4f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
9376,9376,97efe4525ef99704647aee697d64313c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Reggae', 'Hip_Hop_Rap']"
6576,6576,6a3367507235ea9e5184b9e1564577d8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
6055,6055,59fb169426450da9bf068cf765b952e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13373,13373,ea7fa0ff6801046325d00393d5209de5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
7052,7052,198f89cbc4fde0f7d3a64acf61b860a4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
17714,17714,ce905cf23af1d95829f8ae3d616b6aa2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
11041,11041,6299f02f4ba94cee1be31e26c850e522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary']"
12048,12048,ccc7b0928035bfb59b6ccc5c26f0005c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Metal_Alternative', 'Rock_Hard']"
15116,15116,755f3a6dc1f5a04b09112d90beb51689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
1538,1538,c8ec59a71508a7d9d96b71f4485297c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
12490,12490,243115c7ec7d66745fa82a5f08a07429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
7619,7619,a94e361c4517b523e4305d2b474d8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
17444,17444,1f7fba3e3c213709eb8427fcf9d18005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13655,13655,57546a70b7746e7fd48297830e6bf96f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
16883,16883,1b9674fbce09a5b5046687df9e387f69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Pop_Contemporary']"
2940,2940,e5e32989503be1902469d80d5e6f4b7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10043,10043,d6180a0be483bf05686ae9e16e221913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13678,13678,7d64ad62503d60349453ebe1ccc21d9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
12567,12567,be0de3b32b7e0995f3301334e688828a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Dance', 'Rock_Contemporary']"
15391,15391,5e36dd1a5c0d17eae97c558c7cf98bcf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
16074,16074,db1945651c81126b97942368d33436a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
1598,1598,b3733752bfdd7bea6a0fe0ee030d03e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
559,559,7f19f0804fec3879adfea23e797a6fcf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
16357,16357,bd2724a705f3efaf35cc9006c5454c38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Big_Band', 'Country_Traditional']"
2652,2652,a208da519887eeb812e210538fcd958c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
14209,14209,315cea9e2c1ce727d82ccef25ff7c065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary', 'Pop_Contemporary', 'Rock_Alternative', 'Pop_Contemporary']"
10780,10780,ee4db6b7d003208a2fa7c5ff8d6548bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
7638,7638,f689ba6d24c9d7f9ed52eeb11491126f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
10561,10561,2a2faf5325c10c4eb08fbec959c6ecae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
11603,11603,96a69b12ab91a28f7d7653114a4e986f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
14706,14706,b64ad79b707bc5c2ad0c701c59224791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Dance']"
1638,1638,cb771a44c8459d19739e1286a71a1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"['Rock_Alternative', 'Pop_Indie', 'Rock_College']"
3840,3840,39d93649264f610c94eb797fffbd044d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
